Regulator,Target,Eligible
b2095,b2168,True
b2095,b2169,True
b2095,b2207,True
b2095,b2208,True
b2095,b2210,True
b2095,b2240,True
b2095,b2241,True
b2095,b2242,True
b2095,b2243,True
b2095,b2266,True
b2095,b2302,True
b2095,b2309,True
b2095,b2310,True
b2095,b2352,True
b2095,b2378,True
b2095,b2422,True
b2095,b2423,True
b2095,b2424,True
b2095,b2425,True
b2095,b2464,True
b2095,b2465,True
b2095,b2497,True
b2095,b2499,True
b2095,b2518,True
b2095,b2535,True
b2095,b2579,True
b2095,b2597,True
b2095,b2659,True
b2095,b2660,True
b2095,b2661,True
b2095,b2662,True
b2095,b2665,True
b2095,b2669,True
b2095,b2670,True
b2095,b2672,True
b2095,b2673,True
b2095,b2674,True
b2095,b2675,True
b2095,b2676,True
b2095,b2677,True
b2095,b2678,True
b2095,b2679,True
b2095,b2702,True
b2095,b2703,True
b2095,b2704,True
b2095,b2727,True
b2095,b2751,True
b2095,b2752,True
b2095,b2762,True
b2095,b2763,True
b2095,b2764,True
b2095,b2809,True
b2095,b2818,True
b2095,b2869,True
b2095,b2924,True
b2095,b2942,True
b2095,b2957,True
b2095,b2971,True
b2095,b2975,True
b2095,b2976,True
b2095,b2977,True
b2095,b2979,True
b2095,b2980,True
b2095,b2996,True
b2095,b2997,True
b2095,b3003,True
b2095,b3024,True
b2095,b3073,True
b2095,b3089,True
b2095,b3117,True
b2095,b3118,True
b2095,b3153,True
b2095,b3158,True
b2095,b3159,True
b2095,b3239,True
b2095,b3268,True
b2095,b3336,True
b2095,b3337,True
b2095,b3365,True
b2095,b3366,True
b2095,b3367,True
b2095,b3426,True
b2095,b3453,True
b2095,b3458,True
b2095,b3460,True
b2095,b3476,True
b2095,b3487,True
b2095,b3491,True
b2095,b3494,True
b2095,b3495,True
b2095,b3506,True
b2095,b3507,True
b2095,b3508,True
b2095,b3509,True
b2095,b3510,True
b2095,b3511,True
b2095,b3512,True
b2095,b3513,True
b2095,b3516,True
b2095,b3517,True
b2095,b3523,True
b2095,b3525,True
b2095,b3528,True
b2095,b3540,True
b2095,b3541,True
b2095,b3542,True
b2095,b3543,True
b2095,b3544,True
b2095,b3547,True
b2095,b3555,True
b2095,b3556,True
b2095,b3566,True
b2095,b3570,True
b2095,b3588,True
b2095,b3603,True
b2095,b3654,True
b2095,b3661,True
b2095,b3666,True
b2095,b3686,True
b2095,b3708,True
b2095,b3709,True
b2095,b3744,True
b2095,b3748,True
b2095,b3751,True
b2095,b3774,True
b2095,b3828,True
b2095,b3829,True
b2095,b3845,True
b2095,b3846,True
b2095,b3901,True
b2095,b3902,True
b2095,b3903,True
b2095,b3904,True
b2095,b3905,True
b2095,b3906,True
b2095,b3907,True
b2095,b3926,True
b2095,b3927,True
b2095,b3941,True
b2095,b3945,True
b2095,b3958,True
b2095,b3990,True
b2095,b3991,True
b2095,b3992,True
b2095,b3993,True
b2095,b3994,True
b2095,b4011,True
b2095,b4013,True
b2095,b4014,True
b2095,b4015,True
b2095,b4016,True
b2095,b4026,True
b2095,b4030,True
b2095,b4032,True
b2095,b4033,True
b2095,b4034,True
b2095,b4035,True
b2095,b4036,True
b2095,b4037,True
b2095,b4045,True
b2095,b4060,True
b2095,b4062,True
b2095,b4064,True
b2095,b4067,True
b2095,b4068,True
b2095,b4069,True
b2095,b4107,True
b2095,b4110,True
b2095,b4111,True
b2095,b4116,True
b2095,b4122,True
b2095,b4123,True
b2095,b4126,True
b2095,b4128,True
b2095,b4139,True
b2095,b4149,True
b2095,b4151,True
b2095,b4152,True
b2095,b4153,True
b2095,b4154,True
b2095,b4187,True
b2095,b4188,True
b2095,b4189,True
b2095,b4239,True
b2095,b4240,True
b2095,b4244,True
b2095,b4245,True
b2095,b4254,True
b2095,b4293,True
b2095,b4314,True
b2095,b4315,True
b2095,b4316,True
b2095,b4335,True
b2095,b4354,True
b2095,b4355,True
b2095,b4367,True
b2095,b4376,True
b2095,b4380,True
b2095,b4407,True
b2095,b4411,True
b2095,b4428,True
b2095,b4467,True
b2095,b4468,True
b2095,b4484,True
b2095,b4490,True
b2095,b4493,True
b2095,b4506,True
b2095,b4511,True
b2095,b4518,True
b2095,b4519,True
b2095,b4567,True
b2095,b4568,True
b2095,b4589,True
b2095,b4662,True
b2095,b4671,True
b2095,b4705,True
b2095,b4711,True
b2095,b4720,True
b2095,b4721,True
b2095,b4723,True
b2095,b4724,True
b2095,b4735,True
b2095,b4742,True
b2095,b4743,True
b2095,b4744,True
b2095,b4748,True
b2095,b4755,True
b2095,b4756,True
b2096,b0032,True
b2096,b0033,True
b2096,b0068,True
b2096,b0071,True
b2096,b0072,True
b2096,b0073,True
b2096,b0074,True
b2096,b0150,True
b2096,b0199,True
b2096,b0273,True
b2096,b0287,True
b2096,b0296,True
b2096,b0325,True
b2096,b0329,True
b2096,b0331,True
b2096,b0333,True
b2096,b0334,True
b2096,b0335,True
b2096,b0336,True
b2096,b0337,True
b2096,b0346,True
b2096,b0382,True
b2096,b0384,True
b2096,b0431,True
b2096,b0450,True
b2096,b0453,True
b2096,b0485,True
b2096,b0486,True
b2096,b0523,True
b2096,b0543,True
b2096,b0544,True
b2096,b0545,True
b2096,b0546,True
b2096,b0557,True
b2096,b0564,True
b2096,b0565,True
b2096,b0571,True
b2096,b0572,True
b2096,b0573,True
b2096,b0574,True
b2096,b0575,True
b2096,b0581,True
b2096,b0583,True
b2096,b0584,True
b2096,b0585,True
b2096,b0586,True
b2096,b0593,True
b2096,b0594,True
b2096,b0595,True
b2096,b0596,True
b2096,b0597,True
b2096,b0607,True
b2096,b0621,True
b2096,b0623,True
b2096,b0643,True
b2096,b0699,True
b2096,b0707,True
b2096,b0721,True
b2096,b0722,True
b2096,b0723,True
b2096,b0753,True
b2096,b0774,True
b2096,b0775,True
b2096,b0776,True
b2096,b0777,True
b2096,b0778,True
b2096,b0790,True
b2096,b0801,True
b2096,b0804,True
b2096,b0805,True
b2096,b0811,True
b2096,b0812,True
b2096,b0833,True
b2096,b0836,True
b2096,b0849,True
b2096,b0854,True
b2096,b0860,True
b2096,b0865,True
b2096,b0871,True
b2096,b0880,True
b2096,b0894,True
b2096,b0895,True
b2096,b0896,True
b2096,b0897,True
b2096,b0929,True
b2096,b0953,True
b2096,b0989,True
b2096,b0990,True
b2096,b0991,True
b2096,b1002,True
b2096,b1003,True
b2096,b1004,True
b2096,b1018,True
b2096,b1019,True
b2096,b1020,True
b2096,b1038,True
b2096,b1039,True
b2096,b1040,True
b2096,b1041,True
b2096,b1042,True
b2096,b1044,True
b2096,b1051,True
b2096,b1070,True
b2096,b1071,True
b2096,b1072,True
b2096,b1073,True
b2096,b1074,True
b2096,b1075,True
b2096,b1076,True
b2096,b1077,True
b2096,b1078,True
b2096,b1079,True
b2096,b1080,True
b2096,b1081,True
b2096,b1082,True
b2096,b1083,True
b2096,b1102,True
b2096,b1110,True
b2096,b1112,True
b2096,b1143,True
b2096,b1145,True
b2096,b1163,True
b2096,b1164,True
b2096,b1165,True
b2096,b1166,True
b2096,b1167,True
b2096,b1172,True
b2096,b1178,True
b2096,b1188,True
b2096,b1194,True
b2096,b1195,True
b2096,b1197,True
b2096,b1223,True
b2096,b1224,True
b2096,b1241,True
b2096,b1243,True
b2096,b1244,True
b2096,b1247,True
b2096,b1256,True
b2096,b1258,True
b2096,b1259,True
b2096,b1264,True
b2096,b1283,True
b2096,b1297,True
b2096,b1298,True
b2096,b1300,True
b2096,b1301,True
b2096,b1302,True
b2096,b1331,True
b2096,b1332,True
b2096,b1341,True
b2096,b1374,True
b2096,b1375,True
b2096,b1376,True
b2096,b1378,True
b2096,b1380,True
b2096,b1384,True
b2096,b1415,True
b2096,b1420,True
b2096,b1422,True
b2096,b1423,True
b2096,b1426,True
b2096,b1440,True
b2096,b1441,True
b2096,b1443,True
b2096,b1444,True
b2096,b1452,True
b2096,b1478,True
b2096,b1480,True
b2096,b1481,True
b2096,b1482,True
b2096,b1487,True
b2096,b1488,True
b2096,b1492,True
b2096,b1493,True
b2096,b1498,True
b2096,b1518,True
b2096,b1519,True
b2096,b1536,True
b2096,b1541,True
b2096,b1550,True
b2096,b1551,True
b2096,b1552,True
b2096,b1556,True
b2096,b1557,True
b2096,b1558,True
b2096,b1566,True
b2096,b1587,True
b2096,b1593,True
b2096,b1597,True
b2096,b1656,True
b2096,b1674,True
b2096,b1684,True
b2096,b1705,True
b2096,b1729,True
b2096,b1732,True
b2096,b1747,True
b2096,b1748,True
b2096,b1783,True
b2096,b1784,True
b2096,b1795,True
b2096,b1836,True
b2096,b1857,True
b2096,b1878,True
b2096,b1880,True
b2096,b1881,True
b2096,b1882,True
b2096,b1883,True
b2096,b1884,True
b2096,b1885,True
b2096,b1886,True
b2096,b1887,True
b2096,b1888,True
b2096,b1889,True
b2096,b1890,True
b2096,b1891,True
b2096,b1892,True
b2096,b1896,True
b2096,b1897,True
b2096,b1902,True
b2096,b1904,True
b2096,b1905,True
b2096,b1906,True
b2096,b1920,True
b2096,b1921,True
b2096,b1922,True
b2096,b1923,True
b2096,b1924,True
b2096,b1925,True
b2096,b1926,True
b2096,b1930,True
b2096,b1937,True
b2096,b1938,True
b2096,b1939,True
b2096,b1940,True
b2096,b1941,True
b2096,b1942,True
b2096,b1943,True
b2096,b1944,True
b2096,b1945,True
b2096,b1946,True
b2096,b1947,True
b2096,b1948,True
b2096,b1949,True
b2096,b1950,True
b2096,b1951,True
b2096,b1953,True
b2096,b1967,True
b2096,b1973,True
b2096,b2000,True
b2096,b2035,True
b2096,b2036,True
b2096,b2080,True
b2096,b2086,True
b2096,b2091,True
b2096,b2092,True
b2096,b2093,True
b2096,b2094,True
b2096,b2095,True
b2096,b2097,True
b2096,b2103,True
b2096,b2104,True
b2096,b2106,True
b2096,b2111,True
b2096,b2127,True
b2096,b2131,True
b2096,b2135,True
b2096,b2148,True
b2096,b2149,True
b2096,b2150,True
b2096,b2155,True
b2096,b2168,True
b2096,b2169,True
b2096,b2207,True
b2096,b2208,True
b2096,b2210,True
b2096,b2240,True
b2096,b2241,True
b2096,b2242,True
b2096,b2243,True
b2096,b2266,True
b2096,b2302,True
b2096,b2309,True
b2096,b2310,True
b2096,b2352,True
b2096,b2378,True
b2096,b2422,True
b2096,b2423,True
b2096,b2424,True
b2096,b2425,True
b2096,b2464,True
b2096,b2465,True
b2096,b2497,True
b2096,b2499,True
b2096,b2518,True
b2096,b2535,True
b2096,b2579,True
b2096,b2597,True
b2096,b2659,True
b2096,b2660,True
b2096,b2661,True
b2096,b2662,True
b2096,b2665,True
b2096,b2669,True
b2096,b2670,True
b2096,b2672,True
b2096,b2673,True
b2096,b2674,True
b2096,b2675,True
b2096,b2676,True
b2096,b2677,True
b2096,b2678,True
b2096,b2679,True
b2096,b2702,True
b2096,b2703,True
b2096,b2704,True
b2096,b2727,True
b2096,b2751,True
b2096,b2752,True
b2096,b2762,True
b2096,b2763,True
b2096,b2764,True
b2096,b2809,True
b2096,b2818,True
b2096,b2869,True
b2096,b2924,True
b2096,b2942,True
b2096,b2957,True
b2096,b2971,True
b2096,b2975,True
b2096,b2976,True
b2096,b2977,True
b2096,b2979,True
b2096,b2980,True
b2096,b2996,True
b2096,b2997,True
b2096,b3003,True
b2096,b3024,True
b2096,b3073,True
b2096,b3089,True
b2096,b3117,True
b2096,b3118,True
b2096,b3153,True
b2096,b3158,True
b2096,b3159,True
b2096,b3239,True
b2096,b3268,True
b2096,b3336,True
b2096,b3337,True
b2096,b3365,True
b2096,b3366,True
b2096,b3367,True
b2096,b3426,True
b2096,b3453,True
b2096,b3458,True
b2096,b3460,True
b2096,b3476,True
b2096,b3487,True
b2096,b3491,True
b2096,b3494,True
b2096,b3495,True
b2096,b3506,True
b2096,b3507,True
b2096,b3508,True
b2096,b3509,True
b2096,b3510,True
b2096,b3511,True
b2096,b3512,True
b2096,b3513,True
b2096,b3516,True
b2096,b3517,True
b2096,b3523,True
b2096,b3525,True
b2096,b3528,True
b2096,b3540,True
b2096,b3541,True
b2096,b3542,True
b2096,b3543,True
b2096,b3544,True
b2096,b3547,True
b2096,b3555,True
b2096,b3556,True
b2096,b3566,True
b2096,b3570,True
b2096,b3588,True
b2096,b3603,True
b2096,b3654,True
b2096,b3661,True
b2096,b3666,True
b2096,b3686,True
b2096,b3708,True
b2096,b3709,True
b2096,b3744,True
b2096,b3748,True
b2096,b3751,True
b2096,b3774,True
b2096,b3828,True
b2096,b3829,True
b2096,b3845,True
b2096,b3846,True
b2096,b3901,True
b2096,b3902,True
b2096,b3903,True
b2096,b3904,True
b2096,b3905,True
b2096,b3906,True
b2096,b3907,True
b2096,b3926,True
b2096,b3927,True
b2096,b3941,True
b2096,b3945,True
b2096,b3958,True
b2096,b3990,True
b2096,b3991,True
b2096,b3992,True
b2096,b3993,True
b2096,b3994,True
b2096,b4011,True
b2096,b4013,True
b2096,b4014,True
b2096,b4015,True
b2096,b4016,True
b2096,b4026,True
b2096,b4030,True
b2096,b4032,True
b2096,b4033,True
b2096,b4034,True
b2096,b4035,True
b2096,b4036,True
b2096,b4037,True
b2096,b4045,True
b2096,b4060,True
b2096,b4062,True
b2096,b4064,True
b2096,b4067,True
b2096,b4068,True
b2096,b4069,True
b2096,b4107,True
b2096,b4110,True
b2096,b4111,True
b2096,b4116,True
b2096,b4122,True
b2096,b4123,True
b2096,b4126,True
b2096,b4128,True
b2096,b4139,True
b2096,b4149,True
b2096,b4151,True
b2096,b4152,True
b2096,b4153,True
b2096,b4154,True
b2096,b4187,True
b2096,b4188,True
b2096,b4189,True
b2096,b4239,True
b2096,b4240,True
b2096,b4244,True
b2096,b4245,True
b2096,b4254,True
b2096,b4293,True
b2096,b4314,True
b2096,b4315,True
b2096,b4316,True
b2096,b4335,True
b2096,b4354,True
b2096,b4355,True
b2096,b4367,True
b2096,b4376,True
b2096,b4380,True
b2096,b4407,True
b2096,b4411,True
b2096,b4428,True
b2096,b4467,True
b2096,b4468,True
b2096,b4484,True
b2096,b4490,True
b2096,b4493,True
b2096,b4506,True
b2096,b4511,True
b2096,b4518,True
b2096,b4519,True
b2096,b4567,True
b2096,b4568,True
b2096,b4589,True
b2096,b4662,True
b2096,b4671,True
b2096,b4705,True
b2096,b4711,True
b2096,b4720,True
b2096,b4721,True
b2096,b4723,True
b2096,b4724,True
b2096,b4735,True
b2096,b4742,True
b2096,b4743,True
b2096,b4744,True
b2096,b4748,True
b2096,b4755,True
b2096,b4756,True
b2097,b0032,True
b2097,b0033,True
b2097,b0068,True
b2097,b0071,True
b2097,b0072,True
b2097,b0073,True
b2097,b0074,True
b2097,b0150,True
b2097,b0199,True
b2097,b0273,True
b2097,b0287,True
b2097,b0296,True
b2097,b0325,True
b2097,b0329,True
b2097,b0331,True
b2097,b0333,True
b2097,b0334,True
b2097,b0335,True
b2097,b0336,True
b2097,b0337,True
b2097,b0346,True
b2097,b0382,True
b2097,b0384,True
b2097,b0431,True
b2097,b0450,True
b2097,b0453,True
b2097,b0485,True
b2097,b0486,True
b2097,b0523,True
b2097,b0543,True
b2097,b0544,True
b2097,b0545,True
b2097,b0546,True
b2097,b0557,True
b2097,b0564,True
b2097,b0565,True
b2097,b0571,True
b2097,b0572,True
b2097,b0573,True
b2097,b0574,True
b2097,b0575,True
b2097,b0581,True
b2097,b0583,True
b2097,b0584,True
b2097,b0585,True
b2097,b0586,True
b2097,b0593,True
b2097,b0594,True
b2097,b0595,True
b2097,b0596,True
b2097,b0597,True
b2097,b0607,True
b2097,b0621,True
b2097,b0623,True
b2097,b0643,True
b2097,b0699,True
b2097,b0707,True
b2097,b0721,True
b2097,b0722,True
b2097,b0723,True
b2097,b0753,True
b2097,b0774,True
b2097,b0775,True
b2097,b0776,True
b2097,b0777,True
b2097,b0778,True
b2097,b0790,True
b2097,b0801,True
b2097,b0804,True
b2097,b0805,True
b2097,b0811,True
b2097,b0812,True
b2097,b0833,True
b2097,b0836,True
b2097,b0849,True
b2097,b0854,True
b2097,b0860,True
b2097,b0865,True
b2097,b0871,True
b2097,b0880,True
b2097,b0894,True
b2097,b0895,True
b2097,b0896,True
b2097,b0897,True
b2097,b0929,True
b2097,b0953,True
b2097,b0989,True
b2097,b0990,True
b2097,b0991,True
b2097,b1002,True
b2097,b1003,True
b2097,b1004,True
b2097,b1018,True
b2097,b1019,True
b2097,b1020,True
b2097,b1038,True
b2097,b1039,True
b2097,b1040,True
b2097,b1041,True
b2097,b1042,True
b2097,b1044,True
b2097,b1051,True
b2097,b1070,True
b2097,b1071,True
b2097,b1072,True
b2097,b1073,True
b2097,b1074,True
b2097,b1075,True
b2097,b1076,True
b2097,b1077,True
b2097,b1078,True
b2097,b1079,True
b2097,b1080,True
b2097,b1081,True
b2097,b1082,True
b2097,b1083,True
b2097,b1102,True
b2097,b1110,True
b2097,b1112,True
b2097,b1143,True
b2097,b1145,True
b2097,b1163,True
b2097,b1164,True
b2097,b1165,True
b2097,b1166,True
b2097,b1167,True
b2097,b1172,True
b2097,b1178,True
b2097,b1188,True
b2097,b1194,True
b2097,b1195,True
b2097,b1197,True
b2097,b1223,True
b2097,b1224,True
b2097,b1241,True
b2097,b1243,True
b2097,b1244,True
b2097,b1247,True
b2097,b1256,True
b2097,b1258,True
b2097,b1259,True
b2097,b1264,True
b2097,b1283,True
b2097,b1297,True
b2097,b1298,True
b2097,b1300,True
b2097,b1301,True
b2097,b1302,True
b2097,b1331,True
b2097,b1332,True
b2097,b1341,True
b2097,b1374,True
b2097,b1375,True
b2097,b1376,True
b2097,b1378,True
b2097,b1380,True
b2097,b1384,True
b2097,b1415,True
b2097,b1420,True
b2097,b1422,True
b2097,b1423,True
b2097,b1426,True
b2097,b1440,True
b2097,b1441,True
b2097,b1443,True
b2097,b1444,True
b2097,b1452,True
b2097,b1478,True
b2097,b1480,True
b2097,b1481,True
b2097,b1482,True
b2097,b1487,True
b2097,b1488,True
b2097,b1492,True
b2097,b1493,True
b2097,b1498,True
b2097,b1518,True
b2097,b1519,True
b2097,b1536,True
b2097,b1541,True
b2097,b1550,True
b2097,b1551,True
b2097,b1552,True
b2097,b1556,True
b2097,b1557,True
b2097,b1558,True
b2097,b1566,True
b2097,b1587,True
b2097,b1593,True
b2097,b1597,True
b2097,b1656,True
b2097,b1674,True
b2097,b1684,True
b2097,b1705,True
b2097,b1729,True
b2097,b1732,True
b2097,b1747,True
b2097,b1748,True
b2097,b1783,True
b2097,b1784,True
b2097,b1795,True
b2097,b1836,True
b2097,b1857,True
b2097,b1878,True
b2097,b1880,True
b2097,b1881,True
b2097,b1882,True
b2097,b1883,True
b2097,b1884,True
b2097,b1885,True
b2097,b1886,True
b2097,b1887,True
b2097,b1888,True
b2097,b1889,True
b2097,b1890,True
b2097,b1891,True
b2097,b1892,True
b2097,b1896,True
b2097,b1897,True
b2097,b1902,True
b2097,b1904,True
b2097,b1905,True
b2097,b1906,True
b2097,b1920,True
b2097,b1921,True
b2097,b1922,True
b2097,b1923,True
b2097,b1924,True
b2097,b1925,True
b2097,b1926,True
b2097,b1930,True
b2097,b1937,True
b2097,b1938,True
b2097,b1939,True
b2097,b1940,True
b2097,b1941,True
b2097,b1942,True
b2097,b1943,True
b2097,b1944,True
b2097,b1945,True
b2097,b1946,True
b2097,b1947,True
b2097,b1948,True
b2097,b1949,True
b2097,b1950,True
b2097,b1951,True
b2097,b1953,True
b2097,b1967,True
b2097,b1973,True
b2097,b2000,True
b2097,b2035,True
b2097,b2036,True
b2097,b2080,True
b2097,b2086,True
b2097,b2091,True
b2097,b2092,True
b2097,b2093,True
b2097,b2094,True
b2097,b2095,True
b2097,b2096,True
b2097,b2103,True
b2097,b2104,True
b2097,b2106,True
b2097,b2111,True
b2097,b2127,True
b2097,b2131,True
b2097,b2135,True
b2097,b2148,True
b2097,b2149,True
b2097,b2150,True
b2097,b2155,True
b2097,b2168,True
b2097,b2169,True
b2097,b2207,True
b2097,b2208,True
b2097,b2210,True
b2097,b2240,True
b2097,b2241,True
b2097,b2242,True
b2097,b2243,True
b2097,b2266,True
b2097,b2302,True
b2097,b2309,True
b2097,b2310,True
b2097,b2352,True
b2097,b2378,True
b2097,b2422,True
b2097,b2423,True
b2097,b2424,True
b2097,b2425,True
b2097,b2464,True
b2097,b2465,True
b2097,b2497,True
b2097,b2499,True
b2097,b2518,True
b2097,b2535,True
b2097,b2579,True
b2097,b2597,True
b2097,b2659,True
b2097,b2660,True
b2097,b2661,True
b2097,b2662,True
b2097,b2665,True
b2097,b2669,True
b2097,b2670,True
b2097,b2672,True
b2097,b2673,True
b2097,b2674,True
b2097,b2675,True
b2097,b2676,True
b2097,b2677,True
b2097,b2678,True
b2097,b2679,True
b2097,b2702,True
b2097,b2703,True
b2097,b2704,True
b2097,b2727,True
b2097,b2751,True
b2097,b2752,True
b2097,b2762,True
b2097,b2763,True
b2097,b2764,True
b2097,b2809,True
b2097,b2818,True
b2097,b2869,True
b2097,b2924,True
b2097,b2942,True
b2097,b2957,True
b2097,b2971,True
b2097,b2975,True
b2097,b2976,True
b2097,b2977,True
b2097,b2979,True
b2097,b2980,True
b2097,b2996,True
b2097,b2997,True
b2097,b3003,True
b2097,b3024,True
b2097,b3073,True
b2097,b3089,True
b2097,b3117,True
b2097,b3118,True
b2097,b3153,True
b2097,b3158,True
b2097,b3159,True
b2097,b3239,True
b2097,b3268,True
b2097,b3336,True
b2097,b3337,True
b2097,b3365,True
b2097,b3366,True
b2097,b3367,True
b2097,b3426,True
b2097,b3453,True
b2097,b3458,True
b2097,b3460,True
b2097,b3476,True
b2097,b3487,True
b2097,b3491,True
b2097,b3494,True
b2097,b3495,True
b2097,b3506,True
b2097,b3507,True
b2097,b3508,True
b2097,b3509,True
b2097,b3510,True
b2097,b3511,True
b2097,b3512,True
b2097,b3513,True
b2097,b3516,True
b2097,b3517,True
b2097,b3523,True
b2097,b3525,True
b2097,b3528,True
b2097,b3540,True
b2097,b3541,True
b2097,b3542,True
b2097,b3543,True
b2097,b3544,True
b2097,b3547,True
b2097,b3555,True
b2097,b3556,True
b2097,b3566,True
b2097,b3570,True
b2097,b3588,True
b2097,b3603,True
b2097,b3654,True
b2097,b3661,True
b2097,b3666,True
b2097,b3686,True
b2097,b3708,True
b2097,b3709,True
b2097,b3744,True
b2097,b3748,True
b2097,b3751,True
b2097,b3774,True
b2097,b3828,True
b2097,b3829,True
b2097,b3845,True
b2097,b3846,True
b2097,b3901,True
b2097,b3902,True
b2097,b3903,True
b2097,b3904,True
b2097,b3905,True
b2097,b3906,True
b2097,b3907,True
b2097,b3926,True
b2097,b3927,True
b2097,b3941,True
b2097,b3945,True
b2097,b3958,True
b2097,b3990,True
b2097,b3991,True
b2097,b3992,True
b2097,b3993,True
b2097,b3994,True
b2097,b4011,True
b2097,b4013,True
b2097,b4014,True
b2097,b4015,True
b2097,b4016,True
b2097,b4026,True
b2097,b4030,True
b2097,b4032,True
b2097,b4033,True
b2097,b4034,True
b2097,b4035,True
b2097,b4036,True
b2097,b4037,True
b2097,b4045,True
b2097,b4060,True
b2097,b4062,True
b2097,b4064,True
b2097,b4067,True
b2097,b4068,True
b2097,b4069,True
b2097,b4107,True
b2097,b4110,True
b2097,b4111,True
b2097,b4116,True
b2097,b4122,True
b2097,b4123,True
b2097,b4126,True
b2097,b4128,True
b2097,b4139,True
b2097,b4149,True
b2097,b4151,True
b2097,b4152,True
b2097,b4153,True
b2097,b4154,True
b2097,b4187,True
b2097,b4188,True
b2097,b4189,True
b2097,b4239,True
b2097,b4240,True
b2097,b4244,True
b2097,b4245,True
b2097,b4254,True
b2097,b4293,True
b2097,b4314,True
b2097,b4315,True
b2097,b4316,True
b2097,b4335,True
b2097,b4354,True
b2097,b4355,True
b2097,b4367,True
b2097,b4376,True
b2097,b4380,True
b2097,b4407,True
b2097,b4411,True
b2097,b4428,True
b2097,b4467,True
b2097,b4468,True
b2097,b4484,True
b2097,b4490,True
b2097,b4493,True
b2097,b4506,True
b2097,b4511,True
b2097,b4518,True
b2097,b4519,True
b2097,b4567,True
b2097,b4568,True
b2097,b4589,True
b2097,b4662,True
b2097,b4671,True
b2097,b4705,True
b2097,b4711,True
b2097,b4720,True
b2097,b4721,True
b2097,b4723,True
b2097,b4724,True
b2097,b4735,True
b2097,b4742,True
b2097,b4743,True
b2097,b4744,True
b2097,b4748,True
b2097,b4755,True
b2097,b4756,True
b2103,b0032,True
b2103,b0033,True
b2103,b0068,True
b2103,b0071,True
b2103,b0072,True
b2103,b0073,True
b2103,b0074,True
b2103,b0150,True
b2103,b0199,True
b2103,b0273,True
b2103,b0287,True
b2103,b0296,True
b2103,b0325,True
b2103,b0329,True
b2103,b0331,True
b2103,b0333,True
b2103,b0334,True
b2103,b0335,True
b2103,b0336,True
b2103,b0337,True
b2103,b0346,True
b2103,b0382,True
b2103,b0384,True
b2103,b0431,True
b2103,b0450,True
b2103,b0453,True
b2103,b0485,True
b2103,b0486,True
b2103,b0523,True
b2103,b0543,True
b2103,b0544,True
b2103,b0545,True
b2103,b0546,True
b2103,b0557,True
b2103,b0564,True
b2103,b0565,True
b2103,b0571,True
b2103,b0572,True
b2103,b0573,True
b2103,b0574,True
b2103,b0575,True
b2103,b0581,True
b2103,b0583,True
b2103,b0584,True
b2103,b0585,True
b2103,b0586,True
b2103,b0593,True
b2103,b0594,True
b2103,b0595,True
b2103,b0596,True
b2103,b0597,True
b2103,b0607,True
b2103,b0621,True
b2103,b0623,True
b2103,b0643,True
b2103,b0699,True
b2103,b0707,True
b2103,b0721,True
b2103,b0722,True
b2103,b0723,True
b2103,b0753,True
b2103,b0774,True
b2103,b0775,True
b2103,b0776,True
b2103,b0777,True
b2103,b0778,True
b2103,b0790,True
b2103,b0801,True
b2103,b0804,True
b2103,b0805,True
b2103,b0811,True
b2103,b0812,True
b2103,b0833,True
b2103,b0836,True
b2103,b0849,True
b2103,b0854,True
b2103,b0860,True
b2103,b0865,True
b2103,b0871,True
b2103,b0880,True
b2103,b0894,True
b2103,b0895,True
b2103,b0896,True
b2103,b0897,True
b2103,b0929,True
b2103,b0953,True
b2103,b0989,True
b2103,b0990,True
b2103,b0991,True
b2103,b1002,True
b2103,b1003,True
b2103,b1004,True
b2103,b1018,True
b2103,b1019,True
b2103,b1020,True
b2103,b1038,True
b2103,b1039,True
b2103,b1040,True
b2103,b1041,True
b2103,b1042,True
b2103,b1044,True
b2103,b1051,True
b2103,b1070,True
b2103,b1071,True
b2103,b1072,True
b2103,b1073,True
b2103,b1074,True
b2103,b1075,True
b2103,b1076,True
b2103,b1077,True
b2103,b1078,True
b2103,b1079,True
b2103,b1080,True
b2103,b1081,True
b2103,b1082,True
b2103,b1083,True
b2103,b1102,True
b2103,b1110,True
b2103,b1112,True
b2103,b1143,True
b2103,b1145,True
b2103,b1163,True
b2103,b1164,True
b2103,b1165,True
b2103,b1166,True
b2103,b1167,True
b2103,b1172,True
b2103,b1178,True
b2103,b1188,True
b2103,b1194,True
b2103,b1195,True
b2103,b1197,True
b2103,b1223,True
b2103,b1224,True
b2103,b1241,True
b2103,b1243,True
b2103,b1244,True
b2103,b1247,True
b2103,b1256,True
b2103,b1258,True
b2103,b1259,True
b2103,b1264,True
b2103,b1283,True
b2103,b1297,True
b2103,b1298,True
b2103,b1300,True
b2103,b1301,True
b2103,b1302,True
b2103,b1331,True
b2103,b1332,True
b2103,b1341,True
b2103,b1374,True
b2103,b1375,True
b2103,b1376,True
b2103,b1378,True
b2103,b1380,True
b2103,b1384,True
b2103,b1415,True
b2103,b1420,True
b2103,b1422,True
b2103,b1423,True
b2103,b1426,True
b2103,b1440,True
b2103,b1441,True
b2103,b1443,True
b2103,b1444,True
b2103,b1452,True
b2103,b1478,True
b2103,b1480,True
b2103,b1481,True
b2103,b1482,True
b2103,b1487,True
